[2026-02-05 21:57:44,465] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 21:57:44,468] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 21:57:44,470] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 21:57:47,391] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:05:08,633] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:05:08,635] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:05:08,638] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:05:08,639] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:05:11,641] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:08:27,711] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:08:27,715] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:08:27,718] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:08:27,719] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:08:30,991] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:16:01,784] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:16:01,787] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:16:01,791] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:16:01,792] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:16:05,143] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:17:37,182] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:17:37,185] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:17:37,188] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:17:37,189] [INFO] ManceraBOT: [MODULE] welcome: loaded
